,11,101,1001,10001
0.1,0.0015463172339011833,0.0011685304810584666,0.0009177866405100251,0.0013037573549103993
1.0,0.0032452612686437363,0.003099586246782542,0.0022730215775286786,0.0021798287095203175
10.0,0.0024309596063500365,0.0054502015072320385,0.0028511072356289823,0.0037847806959116818
100.0,0.0022985268784296627,0.0025785731366042763,0.002981635818716389,0.003158464520236774
